"site","year","conc.1hr","conc.ann"
"060371601",1991,200,46.92
"060371601",1992,190,44.29
"060371601",1993,160,42.81
"060371601",1994,151,44.92
"060371601",1995,171,45.42
"060371601",1996,131,38.93
"060371601",1997,107,35.03
"060371601",1998,118,36.66
"060371601",1999,119,39.3
"060371601",2000,117,36.4
"060371601",2001,114,35.45
"060371601",2002,97,34.46
"060371601",2003,107,35.16
"060371601",2004,91,30.55
"060371602",2007,88,24.89
"060371602",2008,85,26.34
"060371602",2009,76,25.94
"060371602",2013,60.6,19.84
"060371602",2014,61.9,19.51
"060371602",2015,61.6,20.46
"060371602",2016,60.1,19.95
"060371602",2017,63.7,19.61
"060371602",2018,59.7,18.33
"060371602",2019,55.1,17.58
"060371602",2020,57.8,17.83
"060371602",2021,54.7,17.49
"060371602",2022,53.7,17.04
"060371701",1980,200,50.17
"060371701",1982,190,54.77
"060371701",1983,170,52.02
"060371701",1984,150,51.64
"060371701",1985,170,54.13
"060371701",1986,180,55.81
"060371701",1987,170,54.74
"060371701",1989,180,57.1
"060371701",1990,180,55.49
"060371701",1991,170,55.01
"060371701",1992,160,50.67
"060371701",1993,150,49.94
"060371701",1994,138,47.69
"060371701",1995,145,45.6
"060371701",1996,137,42.31
"060371701",1997,118,43.15
"060371701",1998,123,43.39
"060371701",1999,139,50.56
"060371701",2000,114,43.92
"060371701",2001,96,36.91
"060371701",2002,93,36.45
"060371701",2003,100,35.29
"060371701",2004,89,31.27
"060371701",2005,77,30.84
"060371701",2006,84,30.68
"060371701",2007,78,31.4
"060371701",2008,87,30.16
"060371701",2009,78,27.35
"060371701",2010,72.5,26.18
"060371701",2011,66.7,24.61
"060371701",2012,60.6,21.44
"060371701",2013,64.7,22.71
"060371701",2014,63.8,22.06
"060371701",2015,60.3,21.19
"060371701",2016,62.5,20.14
"060371701",2017,62.9,20.52
"060371701",2018,60.4,19.44
"060371701",2019,57.8,17.94
"060371701",2020,59.8,18.34
"060371701",2021,56,17.95
"060371701",2022,50.1,16.96
"060372005",1983,210,48.36
"060372005",1984,160,48.54
"060372005",1985,170,50.13
"060372005",1986,180,51.26
"060372005",1987,170,42
"060372005",1989,170,53.12
"060372005",1990,170,47.35
"060372005",1991,200,50.22
"060372005",1992,140,42.31
"060372005",1993,120,39
"060372005",1994,134,42.25
"060372005",1995,160,37.26
"060372005",1996,149,37.12
"060372005",1997,105,33.67
"060372005",1998,126,34.94
"060372005",1999,129,37.29
"060372005",2000,122,29.2
"060372005",2001,124,33.97
"060372005",2002,109,33.13
"060372005",2003,100,31.55
"060372005",2004,84,27
"060372005",2005,75,24.36
"060372005",2006,73,24.53
"060372005",2007,71,24.22
"060372005",2008,74,23.45
"060372005",2009,64,22.13
"060372005",2010,63,19.61
"060372005",2011,72.8,20.26
"060372005",2014,60.1,16.56
"060372005",2015,55.9,15.3
"060372005",2016,58.4,15.44
"060372005",2017,59.3,15.31
"060372005",2018,54.4,14.44
"060372005",2019,50.6,13.18
"060372005",2020,49.7,13.7
"060372005",2021,52,13.59
"060372005",2022,50.2,13.3
"060372401",1981,290,50.77
"060372401",1982,220,53.42
"060372401",1983,210,51.62
"060372401",1984,200,44.83
"060372401",1985,200,47.94
"060372401",1986,180,50.35
"060372401",1987,210,48.64
"060372401",1988,190,49.83
"060372401",1989,200,44.39
"060372401",1990,190,42.83
"060372401",1991,170,39.42
"060372401",1992,150,37.57
"060372401",1993,140,37.58
"060374002",1980,240,49.36
"060374002",1982,230,50.95
"060374002",1983,200,45.59
"060374002",1984,210,49.8
"060374002",1985,220,49.93
"060374002",1986,210,52.87
"060374002",1987,170,43.24
"060374002",1988,190,47.48
"060374002",1989,210,42.76
"060374002",1990,190,39.25
"060374002",1991,180,41.12
"060374002",1992,150,38.94
"060374002",1993,150,35.74
"060374002",1994,142,34.41
"060374002",1995,155,36.51
"060374002",1997,127,33.08
"060374002",1998,120,33.6
"060374002",1999,127,33.95
"060374002",2000,115,31.52
"060374002",2001,98,30.31
"060374002",2002,104,29.41
"060374002",2003,109,28.53
"060374002",2004,102,27.86
"060374002",2005,76,24.27
"060374002",2006,69,21.54
"060374002",2007,77,20.39
"060374002",2008,88,20.82
"060374002",2009,70,21.3
"060374002",2010,70.2,19.75
"060374002",2011,67.6,17.65
"060374006",2010,71,21.71
"060374006",2011,74,21.21
"060374006",2013,71.2,21.46
"060374006",2014,84.8,20.7
"060374006",2015,65.8,19.78
"060374006",2016,66.3,18.52
"060374006",2017,72.9,17.88
"060374006",2018,62.7,17.31
"060374006",2019,55.4,16.21
"060374008",2016,76.6,23.9
"060374008",2017,82.5,25.3
"060374008",2018,79.2,22.33
"060374008",2019,78.3,22.84
"060374008",2020,86.3,22.97
"060374008",2021,76,25.16
"060374008",2022,76,25.13
"060374009",2020,56.3,12.73
"060374009",2021,55.3,12.76
"060374009",2022,47.5,12.77
"060374010",2020,52.4,14.55
"060374010",2021,49.4,13.87
"060374010",2022,47.2,12.9
"060375001",1986,180,42.01
"060375001",1987,180,35.31
"060375001",1988,180,35.77
"060375001",1989,190,36.78
"060375001",1990,180,33.92
"060375001",1991,160,29.8
"060375001",1992,130,32.01
"060375001",1993,140,29.84
"060375001",1994,147,31.62
"060375001",1995,137,29.68
"060375001",1996,117,27.86
"060375001",1997,112,27.6
"060375001",1998,114,28.8
"060375001",1999,112,28.72
"060375001",2000,101,27.17
"060375001",2001,91,24.42
"060375001",2002,86,23.07
"060375001",2003,90,23.48
"060375005",2005,71,12.74
"060375005",2006,72,15.46
"060375005",2007,69,13.9
"060375005",2008,76,14.29
"060375005",2010,60.9,12.1
"060375005",2011,64.8,13.39
"060375005",2013,58.4,12.06
"060375005",2014,66.4,11.9
"060375005",2015,59.9,10.89
"060375005",2016,54.7,10.13
"060375005",2017,54.8,9.26
"060375005",2018,49.8,9.23
"060375005",2019,48.9,9.53
"060375005",2020,50.9,9.48
"060376002",1990,110,31.53
"060376002",1991,120,32.39
"060376002",1992,90,27.63
"060376002",1993,100,28.87
"060376002",1994,95,31.78
"060376002",1995,121,29.79
"060376002",2000,73,24.53
"060376012",2002,67,19.38
"060376012",2003,70,21.27
"060376012",2004,70,20.41
"060376012",2005,62,19.11
"060376012",2006,60,18.4
"060376012",2007,63,19.67
"060376012",2008,60,16.46
"060376012",2009,49,15.11
"060376012",2010,54.2,14.32
"060376012",2011,46.8,13.27
"060376012",2012,50.7,13.61
"060376012",2013,44.9,14.4
"060376012",2014,46.1,12.73
"060376012",2015,43.5,11.82
"060376012",2016,39.4,10.16
"060376012",2017,38.3,10.49
"060376012",2018,37.9,10.91
"060376012",2019,35.9,9.05
"060376012",2020,35.9,9.44
"060376012",2021,35.2,9.93
"060376012",2022,33.3,9.13
"060377001",1980,70,12.28
"060377001",1982,70,15.51
"060377001",1983,70,15.02
"060377001",1984,80,17.77
"060377001",1985,60,14.63
"060377001",1986,70,14.15
"060377001",1987,70,16.13
"060377001",1988,80,16.22
"060377001",1989,80,18.58
"060378001",1981,260,58.77
"060378001",1982,220,52.59
"060378001",1983,220,44.42
"060378001",1984,190,46.12
"060378001",1985,200,43.23
"060379002",1990,80,20.77
"060379002",1991,70,14.49
"060379002",1992,70,16.94
"060379002",1993,80,19.76
"060379002",1994,69,17.9
"060379002",1995,71,19.4
"060379002",1996,57,15.32
"060379002",1997,56,13.84
"060379002",1998,59,15.81
"060379002",1999,56,17.5
"060379002",2000,55,15.64
"060379033",2002,60,15.61
"060379033",2003,59,15.03
"060379033",2004,55,14.52
"060379033",2005,58,15.35
"060379033",2006,58,14.87
"060379033",2007,55,14.49
"060379033",2008,54,13.15
"060379033",2009,51,12.64
"060379033",2010,53,11.8
"060379033",2011,50,11.72
"060379033",2012,46,8.94
"060379033",2013,44.1,8.02
"060379033",2014,40.1,8.12
"060379033",2016,42.3,8.02
"060379033",2017,42.9,7.79
"060379033",2018,39.7,8.66
"060379033",2019,39.8,8.17
"060379033",2020,40,8.35
"060379033",2021,42.1,8.26
"060379033",2022,38.7,8.1
"060390004",1998,43,11.36
"060390004",1999,57,13.76
